Id|Precinct|For|Against|Totals|TabName
802|Dannebrog|276|146|422|Howard
803|Loup Fork|147|62|209|Howard
804|St. Libory|239|173|412|Howard
805|Plymouth-Gibson|235|167|402|Jefferson
806|Eureka-Washington|120|81|201|Jefferson
807|Lincoln-Meridian-Fairbury-Rich|188|127|315|Jefferson
808|Cub-Rock Creek|134|73|207|Jefferson
809|Jefferson-Pleasant-Newton|298|143|441|Jefferson
810|Buckley-Antelope-Endicott|279|158|437|Jefferson
811|Ward I|229|129|358|Jefferson
812|Ward II|210|61|271|Jefferson
813|Ward III|278|162|440|Jefferson
814|Ward IV|320|182|502|Jefferson
815|Nemaha I|214|103|317|Johnson
816|Nemaha II|464|199|663|Johnson
817|Sterling|432|178|610|Johnson
818|Spring Creek|185|85|270|Johnson
819|Todd Creek|100|69|169|Johnson
820|Western|75|21|96|Johnson
821|Lowell|43|61|104|Kearney
822|Newark/Blaine|189|222|411|Kearney
823|Logan/Hayes/Sherman|130|142|272|Kearney
824|Liberty/Lincoln/May|113|135|248|Kearney
825|Eaton|47|52|99|Kearney
826|Mirage|242|232|474|Kearney
827|Oneida|108|152|260|Kearney
828|Cosmo/Grant|27|57|84|Kearney
829|North|264|149|413|Kearney
830|South|295|248|543|Kearney
831|Center|281|222|503|Kearney
832|FIRST WARD|182|161|343|Keith
833|SECOND WARD|223|171|394|Keith
834|THIRD WARD|181|169|350|Keith
835|FOURTH WARD|217|192|409|Keith
836|FIFTH WARD|349|280|629|Keith
837|BRULE|227|199|426|Keith
838|LOGAN|75|74|149|Keith
839|LONERGAN|167|115|282|Keith
840|PAXTON|205|222|427|Keith
841|RURAL OGALLALA|270|218|488|Keith
842|WHITETAIL|72|81|153|Keith
843|Garfield|75|108|183|Keya Paha
844|Custer|68|75|143|Keya Paha
845|Mills|57|93|150|Keya Paha
846|1st Ward|377|287|664|Kimball
847|2nd Ward|219|175|394|Kimball
848|Antelope|160|152|312|Kimball
849|Bushnell|87|59|146|Kimball
850|Dix|111|99|210|Kimball
851|Bloomfield Area|417|283|700|Knox
852|Crofton Area|473|303|776|Knox
853|Creighton Area|509|376|885|Knox
854|Center Area|144|63|207|Knox
855|Lindy/Santee Area|211|109|320|Knox
856|Niobrara Area|218|114|332|Knox
857|Verdigre Area|352|203|555|Knox
858|Wausa Area|341|207|548|Knox
859|1 A|401|167|568|Lancaster
860|1 A-1|767|302|1069|Lancaster
861|1 B|481|169|650|Lancaster
862|1 D-1|480|182|662|Lancaster
863|1 D-2|768|320|1088|Lancaster
864|1 D-4|516|317|833|Lancaster
865|1 D-5|434|201|635|Lancaster
866|1 D-6|605|274|879|Lancaster
867|1 D-7|364|230|594|Lancaster
868|1 D-8|521|304|825|Lancaster
869|1 D-9|567|286|853|Lancaster
870|1 D-10|961|339|1300|Lancaster
871|1 E-2|668|234|902|Lancaster
872|1 E-3|532|241|773|Lancaster
873|1 E-4|492|271|763|Lancaster
874|1 E-5|535|177|712|Lancaster
875|1 E-6|541|271|812|Lancaster
876|1 E-7|582|206|788|Lancaster
877|1 E-8|504|218|722|Lancaster
878|1 E-9|720|346|1066|Lancaster
879|1 F-1|611|231|842|Lancaster
880|1 F-2|560|222|782|Lancaster
881|1 F-3|1096|362|1458|Lancaster
882|2 A|565|220|785|Lancaster
883|2 C-1|651|207|858|Lancaster
884|2 C-2|382|146|528|Lancaster
885|2 C-3|571|230|801|Lancaster
886|2 D-1|726|246|972|Lancaster
887|2 D-2|608|275|883|Lancaster
888|2 D-3|334|118|452|Lancaster
889|2 D-5|1|0|1|Lancaster
890|3 A|548|274|822|Lancaster
891|3 D|125|55|180|Lancaster
892|4 A|458|219|677|Lancaster
893|5 B-1|528|245|773|Lancaster
894|5 C-1|359|163|522|Lancaster
895|5 C-3|386|222|608|Lancaster
896|5 E-3|591|244|835|Lancaster
897|5 E-4|486|252|738|Lancaster
898|5 E-5|364|244|608|Lancaster
899|5 E-6|573|297|870|Lancaster
900|5 E-7|453|226|679|Lancaster
901|5 E-8|568|261|829|Lancaster
902|5 E-9|478|321|799|Lancaster
903|6 A-1|571|288|859|Lancaster
904|6 D-2|595|263|858|Lancaster
905|6 E-1|456|222|678|Lancaster
906|6 E-2|483|269|752|Lancaster
907|6 F-1|549|248|797|Lancaster
908|7 A|554|214|768|Lancaster
909|7 D-2|502|272|774|Lancaster
910|8 A|280|132|412|Lancaster
911|8 C-2|564|240|804|Lancaster
912|9 A-1|394|205|599|Lancaster
913|9 B-1|407|171|578|Lancaster
914|9 C-1|499|236|735|Lancaster
915|9 D-1|373|167|540|Lancaster
916|9 E-1|445|287|732|Lancaster
917|9 E-2|465|303|768|Lancaster
918|9 E-4|408|299|707|Lancaster
919|9 E-5|405|330|735|Lancaster
920|9 F-1|484|297|781|Lancaster
921|9 F-2|567|290|857|Lancaster
922|9 F-3|456|279|735|Lancaster
923|9 F-4|427|223|650|Lancaster
924|9 F-5|528|207|735|Lancaster
925|9 F-9|328|179|507|Lancaster
926|9 F-10|370|168|538|Lancaster
927|9 F-11|378|175|553|Lancaster
928|9 G-1|445|357|802|Lancaster
929|9 G-2|406|241|647|Lancaster
930|9 G-3|354|237|591|Lancaster
931|9 G-4|531|241|772|Lancaster
932|9 G-5|381|251|632|Lancaster
933|9 G-6|389|245|634|Lancaster
934|9 G-7|344|220|564|Lancaster
935|9 G-8|482|300|782|Lancaster
936|9 G-9|383|227|610|Lancaster
937|9 H-1|434|334|768|Lancaster
938|9 H-2|527|217|744|Lancaster
939|9 H-3|480|266|746|Lancaster
940|9 H-4|427|286|713|Lancaster
941|9 H-5|421|193|614|Lancaster
942|9 H-6|418|296|714|Lancaster
943|9 H-7|441|244|685|Lancaster
944|9 H-8|768|390|1158|Lancaster
945|10 A|587|302|889|Lancaster
946|10 B-1|360|211|571|Lancaster
947|10 B-2|629|369|998|Lancaster
948|10 B-4|414|337|751|Lancaster
949|10 B-5|489|236|725|Lancaster
950|10 C-4|299|231|530|Lancaster
951|10 C-5|362|230|592|Lancaster
952|10 C-6|270|168|438|Lancaster
953|10 C-7|359|205|564|Lancaster
954|10 C-8|171|217|388|Lancaster
955|10 C-12|332|311|643|Lancaster
956|10 D-1|363|176|539|Lancaster
957|10 D-2|374|248|622|Lancaster
958|10 D-3|216|151|367|Lancaster
959|10 D-4|486|252|738|Lancaster
960|10 D-8|502|334|836|Lancaster
961|10 E-1|440|315|755|Lancaster
962|10 E-4|521|313|834|Lancaster
963|10 E-5|513|280|793|Lancaster
964|10 E-7|514|284|798|Lancaster
965|10 E-8|483|263|746|Lancaster
966|10 E-10|330|216|546|Lancaster
967|10 E-11|292|181|473|Lancaster
968|10 E-12|485|311|796|Lancaster
969|10 E-14|365|266|631|Lancaster
970|10 E-15|518|319|837|Lancaster
971|10 E-16|755|368|1123|Lancaster
972|10 E-17|520|202|722|Lancaster
973|10 F-1|339|184|523|Lancaster
974|10 F-2|243|155|398|Lancaster
975|10 F-3|307|228|535|Lancaster
976|10 F-4|398|272|670|Lancaster
977|10 F-5|438|281|719|Lancaster
978|10 F-6|323|229|552|Lancaster
979|10 F-7|412|352|764|Lancaster
980|10 F-10|375|266|641|Lancaster
981|10 F-11|537|316|853|Lancaster
982|10 F-12|378|271|649|Lancaster
983|10 F-14|513|421|934|Lancaster
984|10 F-15|384|267|651|Lancaster
985|10 F-16|479|373|852|Lancaster
986|10 G-1|395|310|705|Lancaster
987|10 G-2|355|312|667|Lancaster
988|10 G-3|440|297|737|Lancaster
989|10 G-4|542|336|878|Lancaster
990|10 G-5|294|250|544|Lancaster
991|10 G-6|578|330|908|Lancaster
992|10 G-7|315|266|581|Lancaster
993|10 H-1|544|361|905|Lancaster
994|10 H-2|809|626|1435|Lancaster
995|10 H-3|907|551|1458|Lancaster
996|10 H-4|659|452|1111|Lancaster
997|10 H-5|1010|447|1457|Lancaster
998|10 H-6|536|379|915|Lancaster
999|10 H-7|516|296|812|Lancaster
1000|10 H-8|748|408|1156|Lancaster
1001|11 A-1|395|146|541|Lancaster
1002|11 A-2|489|162|651|Lancaster
1003|11 B-1|501|232|733|Lancaster
1004|11 D-2|359|175|534|Lancaster
1005|11 E-1|459|246|705|Lancaster
1006|11 E-3|683|278|961|Lancaster
1007|11 E-5|323|145|468|Lancaster
1008|11 E-6|526|230|756|Lancaster
1009|11 E-7|392|150|542|Lancaster
1010|11 E-10|302|171|473|Lancaster
1011|12 A-4|670|312|982|Lancaster
1012|12 A-5|490|246|736|Lancaster
1013|12 A-7|660|345|1005|Lancaster
1014|12 A-8|389|274|663|Lancaster
1015|12 A-9|396|235|631|Lancaster
1016|12 A-10|1383|646|2029|Lancaster
1017|12 B-1|536|255|791|Lancaster
1018|12 B-2|390|201|591|Lancaster
1019|12 B-4|447|292|739|Lancaster
1020|12 B-6|436|212|648|Lancaster
1021|12 B-7|426|251|677|Lancaster
1022|12 B-8|1026|515|1541|Lancaster
1023|12 C-2|679|298|977|Lancaster
1024|12 C-6|515|216|731|Lancaster
1025|12 C-7|861|361|1222|Lancaster
1026|12 D|476|202|678|Lancaster
1027|12 F|481|230|711|Lancaster
1028|12 G-1|539|199|738|Lancaster
1029|12 G-2|428|187|615|Lancaster
1030|Buda|371|166|537|Lancaster
1031|Centerville|575|351|926|Lancaster
1032|Denton|844|520|1364|Lancaster
1033|Elk|414|278|692|Lancaster
1034|Garfield #1|6|12|18|Lancaster
1035|Grant #1|480|379|859|Lancaster
1036|Grant #2|154|120|274|Lancaster
1037|Grant #3|424|299|723|Lancaster
1038|Grant #4|0|0|0|Lancaster
1039|Hickman|891|403|1294|Lancaster
1040|Middle Creek|461|231|692|Lancaster
1041|Murdock South|57|61|118|Lancaster
1042|Nemaha|628|355|983|Lancaster
1043|North Bluff|11|2|13|Lancaster
1044|Oak|449|257|706|Lancaster
1045|Panama|283|192|475|Lancaster
1046|Rock Creek|357|165|522|Lancaster
1047|Saltillo #1|435|256|691|Lancaster
1048|Saltillo #2|526|369|895|Lancaster
1049|South Pass|392|264|656|Lancaster
1050|Stevens Creek|230|200|430|Lancaster
1051|Stockton|299|225|524|Lancaster
1052|Waverly #2|356|300|656|Lancaster
1053|Waverly North|713|297|1010|Lancaster
1054|Waverly South|705|319|1024|Lancaster
1055|West Salt|515|338|853|Lancaster
1056|Yankee Hill East|186|103|289|Lancaster
1057|Yankee Hill West|643|432|1075|Lancaster
1058|Precinct 1|460|300|760|Lincoln
1059|Precinct 2|276|237|513|Lincoln
1060|Precinct 3|295|208|503|Lincoln
1061|Precinct 4|223|182|405|Lincoln
1062|Precinct 5|171|147|318|Lincoln
1063|Precinct 6|698|586|1284|Lincoln
1064|Precinct 7|468|442|910|Lincoln
1065|Precinct 8|436|415|851|Lincoln
1066|Precinct 9|472|306|778|Lincoln
1067|Precinct 10|597|466|1063|Lincoln
1068|Precinct 12|350|219|569|Lincoln
1069|Precinct 13|565|419|984|Lincoln
1070|Precinct 15|250|187|437|Lincoln
1071|Precinct 16|260|187|447|Lincoln
1072|Brady|244|299|543|Lincoln
1073|Hall|475|489|964|Lincoln
1074|Hershey|474|453|927|Lincoln
1075|Hinman|169|196|365|Lincoln
1076|Maxwell|207|199|406|Lincoln
1077|Medicine|79|90|169|Lincoln
1078|Osgood|625|599|1224|Lincoln
1079|Sellers|339|284|623|Lincoln
1080|Sutherland|485|393|878|Lincoln
1081|Wallace|144|157|301|Lincoln
1082|Logan County|177|229|406|Logan
1083|Sawyer|237|190|427|Loup
1084|Norfolk 1-1|673|345|1018|Madison
1085|Norfolk 1-2|417|276|693|Madison
1086|Norfolk 1-3|440|241|681|Madison
1087|Norfolk 2-1|706|430|1136|Madison
1088|Norfolk 2-2|648|379|1027|Madison
1089|Norfolk 2-3|634|433|1067|Madison
1090|Norfolk 3-1|403|245|648|Madison
1091|Norfolk 3-2|366|181|547|Madison
1092|Norfolk 3-3|465|346|811|Madison
1093|Norfolk 4-1|366|175|541|Madison
1094|Norfolk 4-2|537|283|820|Madison
1095|Norfolk 4-3|369|197|566|Madison
1096|Norfolk Pct|429|317|746|Madison
1097|Valley Pct|382|238|620|Madison
1098|MG-Jefferson-Grove-High|324|217|541|Madison
1099|Tilden 2nd Ward|172|114|286|Madison
1100|Battle Creek City-BC Pct|551|297|848|Madison
1101|Warnerville Pct|144|91|235|Madison
1102|Union-Madison|129|96|225|Madison
1103|Fairview-Kalamazoo-GG|124|128|252|Madison
1104|School-Emerick-Shell Crk-NG|284|214|498|Madison
1105|Madison City|341|218|559|Madison
1106|Tryon 01|126|162|288|McPherson
1107|Silver Creek|213|75|288|Merrick
1108|Clarksville East|134|64|198|Merrick
1109|Clarksville West|95|47|142|Merrick
1110|Prairie Island|78|37|115|Merrick
1111|Central|18|22|40|Merrick
1112|Lone Tree North|102|98|200|Merrick
1113|Midland|76|52|128|Merrick
1114|Mead|59|37|96|Merrick
1115|Chapman|167|96|263|Merrick
1116|Prairie Creek|114|87|201|Merrick
1117|Vieregg|298|122|420|Merrick
1118|Loup|239|123|362|Merrick
1119|Ward 1|430|315|745|Merrick
1120|Ward 2|438|339|777|Merrick
1121|Lone Tree South|69|58|127|Merrick
1122|BROADWATER|112|44|156|Morrill
1123|EAST BAYARD|313|211|524|Morrill
1124|WEST BAYARD|231|183|414|Morrill
1125|NORTH CAMP CLARKE|185|100|285|Morrill
1126|EAST CAMP CLARKE|321|156|477|Morrill
1127|WEST CAMP CLARKE|252|139|391|Morrill
1128|GILCHRIST|18|19|37|Morrill
1129|HAYNES|18|37|55|Morrill
1130|REDINGTON|30|22|52|Morrill
1131|Beav,Genoa,Ccreek,Pcreek|217|102|319|Nance
1132|Ctnwd,Lferry,Full,Wnew,Enew|151|92|243|Nance
1133|Cedar,Tcreek,Sbranch|122|73|195|Nance
1134|Fullerton|366|197|563|Nance
1135|Genoa I|143|65|208|Nance
1136|Genoa II|131|69|200|Nance
1137|Brownville|132|89|221|Nemaha
1138|1st Douglas - Glenrock|340|144|484|Nemaha
1139|2nd Douglas|337|152|489|Nemaha
1140|3rd Douglas|306|182|488|Nemaha
1141|4th Douglas|328|193|521|Nemaha
1142|Lafayette|83|58|141|Nemaha
1143|Nemaha|78|55|133|Nemaha
1144|Peru|171|95|266|Nemaha
1145|Washington - Benton|278|239|517|Nemaha
1146|Beaver 1|224|160|384|Nuckolls
1147|Beaver 2|165|126|291|Nuckolls
1148|Beaver 3|159|133|292|Nuckolls
1149|Elk|76|78|154|Nuckolls
1150|Hardy|60|69|129|Nuckolls
1151|Nelson|270|283|553|Nuckolls
1152|Spring Creek|47|49|96|Nuckolls
1153|Victor|163|154|317|Nuckolls
1154|Berlin|326|159|485|Otoe
1155|Delaware|328|145|473|Otoe
1156|McWilliams|287|149|436|Otoe
1157|Syracuse|924|349|1273|Otoe
1158|Palmyra|706|347|1053|Otoe
1159|Russell|308|119|427|Otoe
1160|South Branch|324|153|477|Otoe
1161|NC11|345|155|500|Otoe
1162|NC12|299|124|423|Otoe
1163|NC13|413|235|648|Otoe
1164|NC14|275|123|398|Otoe
1165|NC15|438|166|604|Otoe
1166|NC16|466|258|724|Otoe
1167|Pawnee 1|238|140|378|Pawnee
1168|Pawnee 2|227|106|333|Pawnee
1169|Burchard|96|91|187|Pawnee
1170|Table Rock|115|77|192|Pawnee
1171|Steinauer|127|110|237|Pawnee
1172|District 1|227|221|448|Perkins
1173|District 2|244|274|518|Perkins
1174|District 3|240|262|502|Perkins
1175|Cottonwood-Anderson|52|85|137|Phelps
1176|Williamsburg-Westside|63|102|165|Phelps
1177|Garfield-Union|55|81|136|Phelps
1178|Westmark-Center|73|118|191|Phelps
1179|Divide-Lake|104|174|278|Phelps
1180|Sheridan-Prairie|174|143|317|Phelps
1181|Rockfalls-Industry|60|57|117|Phelps
1182|Laird|132|163|295|Phelps
1183|Bertrand|179|173|352|Phelps
1184|Ward 1|333|288|621|Phelps
1185|Ward 2|358|287|645|Phelps
1186|Ward 3|339|363|702|Phelps
1187|Ward 4|435|390|825|Phelps
1188|Osmond|514|319|833|Pierce
1189|Plainview|446|258|704|Pierce
1190|Pierce|578|302|880|Pierce
1191|South Branch|246|165|411|Pierce
1192|Pierce City|575|270|845|Pierce
1193|1A|510|261|771|Platte
1194|1B|290|158|448|Platte
1195|1C|314|171|485|Platte
1196|1D|321|193|514|Platte
1197|2A|197|127|324|Platte
1198|2B|468|205|673|Platte
1199|2C|339|187|526|Platte
1200|2D|303|180|483|Platte
1201|3A|493|328|821|Platte
1202|3B|289|215|504|Platte
1203|3C|521|375|896|Platte
1204|3D|347|259|606|Platte
1205|4A|289|172|461|Platte
1206|4B|316|217|533|Platte
1207|4C|461|340|801|Platte
1208|4D|242|180|422|Platte
1209|Columbus Twp A|331|193|524|Platte
1210|Columbus Twp B|516|318|834|Platte
1211|Bismark|166|105|271|Platte
1212|Sherman/Grand Prairie|166|182|348|Platte
1213|Creston|119|72|191|Platte
1214|Shell Creek|317|186|503|Platte
1215|Humphrey|132|87|219|Platte
1216|Butler/Loup|257|107|364|Platte
1217|Oconee/Monroe|238|120|358|Platte
1218|Lost Creek/Burrows|238|126|364|Platte
1219|Granville|290|192|482|Platte
1220|Joliet|39|34|73|Platte
1221|St Bernard|178|105|283|Platte
1222|Walker/Woodville|132|72|204|Platte
1223|South Canada|349|161|510|Polk
1224|North Osceola|358|147|505|Polk
1225|South Osceola|354|201|555|Polk
1226|East Stromsburg|180|230|410|Polk
1227|West Stromsburg|195|212|407|Polk
1228|West Pleasant Home|218|123|341|Polk
1229|Bartley|106|107|213|Red Willow
1230|Beaver|88|86|174|Red Willow
1231|Indianola|258|297|555|Red Willow
1232|Northwest|245|249|494|Red Willow
1233|Southwest|134|140|274|Red Willow
1234|Ward 1 Precinct 1|185|142|327|Red Willow
1235|Ward 1 Precinct 2|226|237|463|Red Willow
1236|Ward 1 Precinct 3|195|201|396|Red Willow
1237|Ward 2 Precinct 1|262|241|503|Red Willow
1238|Ward 2 Precinct 2|226|226|452|Red Willow
1239|Ward 3 Precinct 1|233|176|409|Red Willow
1240|Ward 3 Precinct 3|204|185|389|Red Willow
1241|Ward 4 Precinct 1|273|237|510|Red Willow
1242|Arago/Barada|120|51|171|Richardson
1243|FCRural/Ohio|174|86|260|Richardson
1244|FC Ward 1|376|194|570|Richardson
1245|FC Ward 2|302|150|452|Richardson
1246|FC Ward 3|287|146|433|Richardson
1247|FC Ward 4|225|102|327|Richardson
1248|Fran/Hrr/Spi|112|87|199|Richardson
1249|Grant Nemaha|120|65|185|Richardson
1250|Humboldt I|114|57|171|Richardson
1251|Humboldt II|125|70|195|Richardson
1252|Jefferson/Rulo|152|79|231|Richardson
1253|Liberty|83|62|145|Richardson
1254|East Muddy|87|34|121|Richardson
1255|West Muddy/Porter|125|68|193|Richardson
1256|Salem|76|25|101|Richardson
1257|Rock|389|389|778|Rock
1258|Crete 1|392|240|632|Saline
1259|Crete 2|325|137|462|Saline
1260|Crete 3|362|201|563|Saline
1261|C & B|279|131|410|Saline
1262|Dorchester|349|160|509|Saline
1263|Friend 1|199|143|342|Saline
1264|Friend 2|205|129|334|Saline
1265|Wilber 1|409|167|576|Saline
1266|Wilber 2|292|104|396|Saline
1267|Olive|105|57|162|Saline
1268|South Fork|163|67|230|Saline
1269|DeWitt|295|116|411|Saline
1270|Precinct 1|757|331|1088|Sarpy
1271|Precinct 2|676|290|966|Sarpy
1272|Precinct 3|1115|446|1561|Sarpy
1273|Precinct 4|876|411|1287|Sarpy
1274|Precinct 5|778|327|1105|Sarpy
1275|Precinct 6|903|394|1297|Sarpy
1276|Precinct 7|827|356|1183|Sarpy
1277|Precinct 8|799|385|1184|Sarpy
1278|Precinct 9|724|301|1025|Sarpy
1279|Precinct 10|619|259|878|Sarpy
1280|Precinct 11|1327|624|1951|Sarpy
1281|Precinct 12|1288|536|1824|Sarpy
1282|Precinct 13|1061|555|1616|Sarpy
1283|Precinct 16|1116|385|1501|Sarpy
1284|Precinct 17|1068|398|1466|Sarpy
1285|Precinct 18|756|325|1081|Sarpy
1286|Precinct 19|1678|800|2478|Sarpy
1287|Precinct 20|1211|516|1727|Sarpy
1288|Precinct 21|1325|844|2169|Sarpy
1289|Precinct 22|1037|455|1492|Sarpy
1290|Precinct 23|1545|766|2311|Sarpy
1291|Precinct 24|821|383|1204|Sarpy
1292|Precinct 25|767|357|1124|Sarpy
1293|Precinct 26|898|408|1306|Sarpy
1294|Precinct 31|1874|777|2651|Sarpy
1295|Precinct 32|824|354|1178|Sarpy
1296|Precinct 33|1041|449|1490|Sarpy
1297|Precinct 34|1201|445|1646|Sarpy
1298|Precinct 35|1036|467|1503|Sarpy
1299|Precinct 36|968|468|1436|Sarpy
1300|Precinct 37|1767|799|2566|Sarpy
1301|Precinct 38|973|464|1437|Sarpy
1302|Precinct 39|1163|598|1761|Sarpy
1303|Precinct 40|984|507|1491|Sarpy
1304|Precinct 41|1356|681|2037|Sarpy
1305|Precinct 42|1373|688|2061|Sarpy
1306|Precinct 46|829|474|1303|Sarpy
1307|Precinct 47|568|241|809|Sarpy
1308|Precinct 48|1563|735|2298|Sarpy
1309|Precinct 49|1300|614|1914|Sarpy
1310|Precinct 51|2562|925|3487|Sarpy
1311|Precinct 52|1931|744|2675|Sarpy
1312|Precinct 53|1508|564|2072|Sarpy
1313|Precinct 54|1419|517|1936|Sarpy
1314|Precinct 55|1730|679|2409|Sarpy
1315|Precinct 56|1098|391|1489|Sarpy
1316|Precinct 57|1206|383|1589|Sarpy
1317|Precinct 58|890|392|1282|Sarpy
1318|Precinct 59|825|436|1261|Sarpy
1319|Precinct 60|778|393|1171|Sarpy
1320|Precinct 61|2906|1039|3945|Sarpy
1321|Precinct 62|1709|671|2380|Sarpy
1322|Valparaiso|545|202|747|Saunders
1323|Weston|312|131|443|Saunders
1324|Prague|352|142|494|Saunders
1325|Malmo|246|103|349|Saunders
1326|Ceresco|630|305|935|Saunders
1327|Wahoo Rural|348|169|517|Saunders
1328|Wahoo Ward I|632|263|895|Saunders
1329|Wahoo Ward II|523|232|755|Saunders
1330|Wahoo Ward III|438|201|639|Saunders
1331|Center|276|131|407|Saunders
1332|Cedar Bluffs|545|254|799|Saunders
1333|Marietta|328|128|456|Saunders
1334|District 4|753|363|1116|Saunders
1335|Ashland Ward 1|476|154|630|Saunders
1336|Ashland Ward 2|596|184|780|Saunders
1337|Ashland Rural|633|204|837|Saunders
1338|Yutan|956|319|1275|Saunders
1339|Castle Rock A|115|79|194|Scotts Bluff
1340|Castle Rock B|64|54|118|Scotts Bluff
1341|Dewey-Tabor|291|204|495|Scotts Bluff
1342|East Winter Creek|226|127|353|Scotts Bluff
1343|Fanning|326|277|603|Scotts Bluff
1344|Ford A & B|153|121|274|Scotts Bluff
1345|Funston|184|133|317|Scotts Bluff
1346|Gering (Rural)|249|161|410|Scotts Bluff
1347|Gering I|732|475|1207|Scotts Bluff
1348|Gering II|520|365|885|Scotts Bluff
1349|Gering III|360|209|569|Scotts Bluff
1350|Gering IV|588|348|936|Scotts Bluff
1351|Highland|143|76|219|Scotts Bluff
1352|Kiowa-Lyman|197|127|324|Scotts Bluff
1353|Minatare I & II|160|80|240|Scotts Bluff
1354|Mitchell (Rural)|137|105|242|Scotts Bluff
1355|Mitchell I|166|121|287|Scotts Bluff
1356|Mitchell II|179|126|305|Scotts Bluff
1357|Morrill|246|136|382|Scotts Bluff
1358|Roubadeau|38|28|66|Scotts Bluff
1359|Scottsbluff 1|500|411|911|Scotts Bluff
1360|Scottsbluff 2|503|357|860|Scotts Bluff
1361|Scottsbluff 3|255|162|417|Scotts Bluff
1362|Scottsbluff 4|124|80|204|Scotts Bluff
1363|Scottsbluff 5|344|243|587|Scotts Bluff
1364|Scottsbluff 6|317|228|545|Scotts Bluff
1365|Scottsbluff 7|364|249|613|Scotts Bluff
1366|Scottsbluff 8|384|285|669|Scotts Bluff
1367|Terrytown I & II|200|167|367|Scotts Bluff
1368|West Winter Creek|400|264|664|Scotts Bluff
1369|B|163|76|239|Seward
1370|C|193|131|324|Seward
1371|E|320|225|545|Seward
1372|G|149|141|290|Seward
1373|H|448|267|715|Seward
1374|I|394|287|681|Seward
1375|J|113|96|209|Seward
1376|K|180|204|384|Seward
1377|M-BX|194|155|349|Seward
1378|M-CO|162|127|289|Seward
1379|O-1|287|246|533|Seward
1380|O-2|344|295|639|Seward
1381|S-1|581|475|1056|Seward
1382|S-2|591|511|1102|Seward
1383|S-3|482|326|808|Seward
1384|S-4|282|220|502|Seward
1385|East Gordon|244|131|375|Sheridan
1386|West Gordon|248|157|405|Sheridan
1387|North Rushville|240|131|371|Sheridan
1388|South Rushville|166|100|266|Sheridan
1389|HaySprings|304|166|470|Sheridan
1390|Mirage Flats|113|57|170|Sheridan
1391|South Sheridan|172|102|274|Sheridan
1392|Wounded Knee|101|55|156|Sheridan
1393|Ashton|162|75|237|Sherman
1394|Rockville|154|91|245|Sherman
1395|North LC|217|112|329|Sherman
1396|Central LC|102|80|182|Sherman
1397|South LC|145|114|259|Sherman
1398|Harrison|200|136|336|Sherman
1399|Bowen|198|196|394|Sioux
1400|Sheep Creek|143|131|274|Sioux
1401|Butterfly|58|20|78|Stanton
1402|Dewey|76|39|115|Stanton
1403|Dimick|45|23|68|Stanton
1404|Elkhorn|96|52|148|Stanton
1405|Haymow|32|29|61|Stanton
1406|Kingsburg|34|24|58|Stanton
1407|Maple Creek|66|21|87|Stanton
1408|Pilger|155|87|242|Stanton
1409|Ramshorn|59|38|97|Stanton
1410|Spring Branch|581|289|870|Stanton
1411|Spr Br2|166|79|245|Stanton
1412|Stanton A|271|108|379|Stanton
1413|Stanton B|264|173|437|Stanton
1414|Stanton C|42|6|48|Stanton
1415|Union Creek|29|27|56|Stanton
1416|Alex/Gilead|125|82|207|Thayer
1417|Bruning/Belvidere|205|123|328|Thayer
1418|Chester/Byron/Hubbell|229|179|408|Thayer
1419|Davenport/Carleton|198|188|386|Thayer
1420|Deshler|249|225|474|Thayer
1421|Hebron North|319|200|519|Thayer
1422|Hebron South|283|201|484|Thayer
1423|Thomas|187|208|395|Thomas
1424|Anderson/Blackbird|170|51|221|Thurston
1425|Bryan|22|26|48|Thurston
1426|Dawes|87|48|135|Thurston
1427|Flournoy/Merry|84|81|165|Thurston
1428|Omaha|196|99|295|Thurston
1429|Pender|367|244|611|Thurston
1430|Perry|59|59|118|Thurston
1431|Thayer|29|32|61|Thurston
1432|Winnebago|405|93|498|Thurston
1433|Precinct 1|175|152|327|Valley
1434|Precinct 2|191|109|300|Valley
1435|Precinct 3|226|121|347|Valley
1436|Precinct 4|210|152|362|Valley
1437|Precinct 5|196|100|296|Valley
1438|Precinct 6|178|97|275|Valley
1439|Precinct 7|140|172|312|Valley
1440|Ft Calhoun East|614|201|815|Washington
1441|Ft Calhoun West|676|394|1070|Washington
1442|Kennard|533|273|806|Washington
1443|Lakeland|957|502|1459|Washington
1444|Skyline|515|253|768|Washington
1445|Central|545|251|796|Washington
1446|Dana|520|314|834|Washington
1447|Washington|299|182|481|Washington
1448|Herman|267|139|406|Washington
1449|Cuming City|339|146|485|Washington
1450|Desoto|389|228|617|Washington
1451|Fontanelle|367|274|641|Washington
1452|Arlington|665|337|1002|Washington
1453|Arbor|432|252|684|Washington
1454|Northview|595|296|891|Washington
1455|Hoskins/Garfield|276|150|426|Wayne
1456|Chapin/Hancock/Winside|280|140|420|Wayne
1457|Deer Creek/Sherman|170|93|263|Wayne
1458|Brenna/Plum Creek/Hunter|215|136|351|Wayne
1459|Strahan/Wilbur|159|127|286|Wayne
1460|Logan/Leslie|151|119|270|Wayne
1461|First Ward|283|176|459|Wayne
1462|Second Ward|222|143|365|Wayne
1463|Third Ward|265|155|420|Wayne
1464|Fourth Ward|426|215|641|Wayne
1465|Bladen|124|111|235|Webster
